time	V(N016,V_S_low2)	V(N018,V_S_low3)	V(N022,low)	V(V_G_low1,V_S_low1)	V(V_G_low2,V_S_low2)	V(V_G_low3,V_S_low3)	V(phase,V_S_low1)	I(L2)	I(L_cm1[L])	I(L_cm2[L])	I(L_cm3[L])	I(L_ph)	I(R_g1)	I(R_g2)	I(R_g3)
4.614566882101922e-05	4.314687e+01	4.315756e+01	0.000000e+00	4.049283e-04	-1.496089e-02	-2.375714e-02	4.316419e+01	-2.580924e-01	1.104021e-04	1.071567e-03	1.588029e-03	4.124847e+01	-8.108872e-05	7.322226e-04	1.164945e-03
4.615566882101922e-05	4.314820e+01	4.315930e+01	0.000000e+00	3.842041e-04	-1.437452e-02	-2.284020e-02	4.316481e+01	-2.472105e-01	1.085748e-04	1.037904e-03	1.540660e-03	4.124632e+01	-7.687153e-05	7.112662e-04	1.134335e-03
4.616566882101921e-05	4.314949e+01	4.316097e+01	0.000000e+00	3.652833e-04	-1.380717e-02	-2.195155e-02	4.316541e+01	-2.367855e-01	1.067322e-04	1.004442e-03	1.493035e-03	4.124416e+01	-7.302473e-05	6.897931e-04	1.102553e-03
4.617566882101921e-05	4.315071e+01	4.316256e+01	0.000000e+00	3.479687e-04	-1.325864e-02	-2.109117e-02	4.316598e+01	-2.267979e-01	1.048507e-04	9.713327e-04	1.445429e-03	4.124200e+01	-6.950738e-05	6.680394e-04	1.070012e-03
4.618566882101920e-05	4.315189e+01	4.316410e+01	0.000000e+00	3.320724e-04	-1.272864e-02	-2.025882e-02	4.316652e+01	-2.172302e-01	1.027149e-04	9.385752e-04	1.398092e-03	4.123985e+01	-6.627837e-05	6.462468e-04	1.037091e-03
4.619566882101920e-05	4.315303e+01	4.316556e+01	0.000000e+00	3.175321e-04	-1.221733e-02	-1.945485e-02	4.316705e+01	-2.080634e-01	1.007529e-04	9.063972e-04	1.351265e-03	4.123770e+01	-6.332788e-05	6.243958e-04	1.003844e-03
4.620566882101919e-05	4.315411e+01	4.316697e+01	0.000000e+00	3.041173e-04	-1.172404e-02	-1.867839e-02	4.316756e+01	-1.992814e-01	9.862001e-05	8.748438e-04	1.305090e-03	4.123554e+01	-6.060877e-05	6.027069e-04	9.706353e-04
4.621566882101919e-05	4.315516e+01	4.316832e+01	0.000000e+00	2.918025e-04	-1.124860e-02	-1.792932e-02	4.316805e+01	-1.908676e-01	9.658753e-05	8.439731e-04	1.259707e-03	4.123339e+01	-5.811312e-05	5.812481e-04	9.375964e-04
4.622566882101918e-05	4.315616e+01	4.316961e+01	0.000000e+00	2.804268e-04	-1.079056e-02	-1.720703e-02	4.316852e+01	-1.828066e-01	9.451397e-05	8.138462e-04	1.215224e-03	4.123124e+01	-5.581034e-05	5.601005e-04	9.048890e-04
4.623566882101918e-05	4.315712e+01	4.317086e+01	0.000000e+00	2.699038e-04	-1.034949e-02	-1.651094e-02	4.316897e+01	-1.750840e-01	9.230453e-05	7.844634e-04	1.171733e-03	4.122908e+01	-5.367998e-05	5.393443e-04	8.726465e-04
4.624566882101917e-05	4.315804e+01	4.317205e+01	0.000000e+00	2.602306e-04	-9.925191e-03	-1.584078e-02	4.316941e+01	-1.676840e-01	9.045572e-05	7.559681e-04	1.129318e-03	4.122693e+01	-5.172564e-05	5.189321e-04	8.408476e-04
4.625566882101917e-05	4.315893e+01	4.317319e+01	0.000000e+00	2.511977e-04	-9.516835e-03	-1.519542e-02	4.316982e+01	-1.605947e-01	8.837539e-05	7.282545e-04	1.088026e-03	4.122477e+01	-4.990149e-05	4.990349e-04	8.097304e-04
4.626566882101916e-05	4.315978e+01	4.317429e+01	0.000000e+00	2.428587e-04	-9.124248e-03	-1.457454e-02	4.317023e+01	-1.538022e-01	8.636763e-05	7.014131e-04	1.047860e-03	4.122262e+01	-4.821561e-05	4.796059e-04	7.792878e-04
4.627566882101916e-05	4.316060e+01	4.317534e+01	0.000000e+00	2.351068e-04	-8.746756e-03	-1.397726e-02	4.317062e+01	-1.472942e-01	8.445483e-05	6.753737e-04	1.008893e-03	4.122047e+01	-4.665228e-05	4.607208e-04	7.495942e-04
4.628566882101915e-05	4.316139e+01	4.317635e+01	0.000000e+00	2.278774e-04	-8.384035e-03	-1.340298e-02	4.317099e+01	-1.410588e-01	8.251668e-05	6.502151e-04	9.710985e-04	4.121831e+01	-4.519491e-05	4.423471e-04	7.206701e-04
4.629566882101915e-05	4.316215e+01	4.317732e+01	0.000000e+00	2.211542e-04	-8.035555e-03	-1.285103e-02	4.317135e+01	-1.350844e-01	8.066265e-05	6.258989e-04	9.345183e-04	4.121616e+01	-4.383995e-05	4.245067e-04	6.925173e-04
4.630566882101914e-05	4.316287e+01	4.317825e+01	0.000000e+00	2.148747e-04	-7.700818e-03	-1.232059e-02	4.317170e+01	-1.293600e-01	7.885929e-05	6.024073e-04	8.991423e-04	4.121400e+01	-4.257587e-05	4.072214e-04	6.651889e-04
4.631566882101914e-05	4.316358e+01	4.317915e+01	0.000000e+00	2.089948e-04	-7.379277e-03	-1.181086e-02	4.317204e+01	-1.238757e-01	7.702318e-05	5.797090e-04	8.649342e-04	4.121185e+01	-4.139206e-05	3.905274e-04	6.387522e-04
4.632566882101913e-05	4.316425e+01	4.318001e+01	0.000000e+00	2.035100e-04	-7.070685e-03	-1.132142e-02	4.317236e+01	-1.186208e-01	7.531720e-05	5.578767e-04	8.318864e-04	4.120970e+01	-4.028904e-05	3.743366e-04	6.131016e-04
4.633566882101913e-05	4.316490e+01	4.318083e+01	0.000000e+00	1.983717e-04	-6.774405e-03	-1.085139e-02	4.317267e+01	-1.135855e-01	7.373255e-05	5.368366e-04	8.000148e-04	4.120755e+01	-3.925744e-05	3.586979e-04	5.882772e-04
4.634566882101912e-05	4.316552e+01	4.318162e+01	0.000000e+00	1.935293e-04	-6.490063e-03	-1.040016e-02	4.317297e+01	-1.087612e-01	7.206580e-05	5.165283e-04	7.693100e-04	4.120539e+01	-3.828417e-05	3.436022e-04	5.642679e-04
4.635566882101912e-05	4.316612e+01	4.318239e+01	0.000000e+00	1.890131e-04	-6.217225e-03	-9.967004e-03	4.317326e+01	-1.041385e-01	7.054790e-05	4.970174e-04	7.396996e-04	4.120324e+01	-3.737667e-05	3.290242e-04	5.410856e-04
4.636566882101911e-05	4.316670e+01	4.318312e+01	0.000000e+00	1.847344e-04	-5.955428e-03	-9.551300e-03	4.317354e+01	-9.970930e-02	6.895811e-05	4.782214e-04	7.111917e-04	4.120109e+01	-3.651803e-05	3.149771e-04	5.187077e-04
4.637566882101910e-05	4.316725e+01	4.318382e+01	0.000000e+00	1.807211e-04	-5.704144e-03	-9.152174e-03	4.317381e+01	-9.546582e-02	6.743423e-05	4.601061e-04	6.837244e-04	4.119894e+01	-3.571233e-05	3.014951e-04	4.972088e-04
4.638566882101910e-05	4.316779e+01	4.318450e+01	0.000000e+00	1.769490e-04	-5.463262e-03	-8.769427e-03	4.317407e+01	-9.139945e-02	6.609111e-05	4.427623e-04	6.572778e-04	4.119678e+01	-3.495773e-05	2.884507e-04	4.764236e-04
4.639566882101909e-05	4.316831e+01	4.318515e+01	0.000000e+00	1.733762e-04	-5.232171e-03	-8.402228e-03	4.317432e+01	-8.750308e-02	6.476121e-05	4.260566e-04	6.318907e-04	4.119463e+01	-3.424246e-05	2.758970e-04	4.563650e-04
4.640566882101909e-05	4.316881e+01	4.318578e+01	0.000000e+00	1.699997e-04	-5.010530e-03	-8.049919e-03	4.317457e+01	-8.376981e-02	6.339148e-05	4.100020e-04	6.074683e-04	4.119248e+01	-3.356483e-05	2.638261e-04	4.370808e-04
4.641566882101908e-05	4.316928e+01	4.318638e+01	0.000000e+00	1.668262e-04	-4.797953e-03	-7.711946e-03	4.317480e+01	-8.019263e-02	6.213492e-05	3.945931e-04	5.839641e-04	4.119033e+01	-3.292904e-05	2.522295e-04	4.185530e-04
4.642566882101908e-05	4.316975e+01	4.318696e+01	0.000000e+00	1.637971e-04	-4.593997e-03	-7.387649e-03	4.317503e+01	-7.676568e-02	6.081789e-05	3.797412e-04	5.613670e-04	4.118818e+01	-3.232284e-05	2.411287e-04	4.007866e-04
4.643566882101907e-05	4.317019e+01	4.318752e+01	0.000000e+00	1.609619e-04	-4.398671e-03	-7.076993e-03	4.317525e+01	-7.348140e-02	5.970304e-05	3.655256e-04	5.396952e-04	4.118602e+01	-3.175626e-05	2.303692e-04	3.835693e-04
4.644566882101907e-05	4.317062e+01	4.318806e+01	0.000000e+00	1.582638e-04	-4.211308e-03	-6.778953e-03	4.317547e+01	-7.033420e-02	5.865535e-05	3.519066e-04	5.188875e-04	4.118387e+01	-3.121797e-05	2.200343e-04	3.670277e-04
4.645566882101906e-05	4.317103e+01	4.318858e+01	0.000000e+00	1.556829e-04	-4.031636e-03	-6.493093e-03	4.317567e+01	-6.731900e-02	5.745725e-05	3.388163e-04	4.988794e-04	4.118172e+01	-3.070038e-05	2.101393e-04	3.511838e-04
4.646566882101906e-05	4.317143e+01	4.318907e+01	0.000000e+00	1.532694e-04	-3.859380e-03	-6.219022e-03	4.317587e+01	-6.442980e-02	5.640947e-05	3.262159e-04	4.796786e-04	4.117957e+01	-3.021704e-05	2.006514e-04	3.359670e-04
4.647566882101905e-05	4.317182e+01	4.318955e+01	0.000000e+00	1.509532e-04	-3.694203e-03	-5.956164e-03	4.317606e+01	-6.166167e-02	5.536744e-05	3.141077e-04	4.612448e-04	4.117742e+01	-2.975532e-05	1.915566e-04	3.213765e-04
4.648566882101905e-05	4.317219e+01	4.319001e+01	0.000000e+00	1.487618e-04	-3.535976e-03	-5.704314e-03	4.317625e+01	-5.900907e-02	5.439480e-05	3.025331e-04	4.435586e-04	4.117527e+01	-2.931783e-05	1.827784e-04	3.073046e-04
4.649566882101904e-05	4.317255e+01	4.319046e+01	0.000000e+00	1.466842e-04	-3.384250e-03	-5.462754e-03	4.317644e+01	-5.646722e-02	5.351310e-05	2.914777e-04	4.265605e-04	4.117311e+01	-2.890344e-05	1.743568e-04	2.938184e-04
4.650566882101904e-05	4.317290e+01	4.319089e+01	0.000000e+00	1.446903e-04	-3.238748e-03	-5.231160e-03	4.317661e+01	-5.403200e-02	5.256637e-05	2.807786e-04	4.102835e-04	4.117096e+01	-2.850488e-05	1.663181e-04	2.808883e-04
4.651566882101903e-05	4.317323e+01	4.319130e+01	0.000000e+00	1.428123e-04	-3.099414e-03	-5.009271e-03	4.317678e+01	-5.169832e-02	5.170838e-05	2.705666e-04	3.946581e-04	4.116881e+01	-2.812950e-05	1.585537e-04	2.684359e-04
4.652566882101903e-05	4.317356e+01	4.319170e+01	0.000000e+00	1.410136e-04	-2.965741e-03	-4.796424e-03	4.317695e+01	-4.946237e-02	5.087058e-05	2.607582e-04	3.796635e-04	4.116666e+01	-2.777097e-05	1.511392e-04	2.565272e-04
4.653566882101902e-05	4.317387e+01	4.319208e+01	0.000000e+00	1.393037e-04	-2.837740e-03	-4.592555e-03	4.317711e+01	-4.731971e-02	5.007392e-05	2.513721e-04	3.652854e-04	4.116451e+01	-2.742994e-05	1.439934e-04	2.450559e-04
4.654566882101902e-05	4.317418e+01	4.319245e+01	0.000000e+00	1.376721e-04	-2.714988e-03	-4.397068e-03	4.317727e+01	-4.526667e-02	4.929478e-05	2.423360e-04	3.515178e-04	4.116236e+01	-2.710430e-05	1.371597e-04	2.340607e-04
4.655566882101901e-05	4.317447e+01	4.319281e+01	0.000000e+00	1.361254e-04	-2.597375e-03	-4.209671e-03	4.317742e+01	-4.329931e-02	4.859600e-05	2.337290e-04	3.382723e-04	4.116021e+01	-2.679611e-05	1.305951e-04	2.235366e-04
4.656566882101901e-05	4.317475e+01	4.319315e+01	0.000000e+00	1.346334e-04	-2.484509e-03	-4.029890e-03	4.317756e+01	-4.141471e-02	4.783899e-05	2.254196e-04	3.255625e-04	4.115806e+01	-2.649823e-05	1.243593e-04	2.135054e-04
4.657566882101900e-05	4.317503e+01	4.319348e+01	0.000000e+00	1.332373e-04	-2.376616e-03	-3.858002e-03	4.317771e+01	-3.960818e-02	4.723260e-05	2.174703e-04	3.134391e-04	4.115591e+01	-2.622017e-05	1.182835e-04	2.037265e-04
4.658566882101900e-05	4.317529e+01	4.319380e+01	0.000000e+00	1.318777e-04	-2.273018e-03	-3.692901e-03	4.317785e+01	-3.787744e-02	4.654579e-05	2.098804e-04	3.017766e-04	4.115376e+01	-2.594907e-05	1.124993e-04	1.944425e-04
4.659566882101899e-05	4.317555e+01	4.319412e+01	0.000000e+00	1.305881e-04	-2.173776e-03	-3.534792e-03	4.317799e+01	-3.621920e-02	4.585867e-05	2.025468e-04	2.906081e-04	4.115161e+01	-2.569106e-05	1.069705e-04	1.855324e-04
4.660566882101899e-05	4.317580e+01	4.319442e+01	0.000000e+00	1.293744e-04	-2.078665e-03	-3.383195e-03	4.317812e+01	-3.463007e-02	4.532768e-05	1.955461e-04	2.798829e-04	4.114946e+01	-2.545004e-05	1.016634e-04	1.770028e-04
4.661566882101898e-05	4.317604e+01	4.319471e+01	0.000000e+00	1.281914e-04	-1.987547e-03	-3.237962e-03	4.317825e+01	-3.310738e-02	4.475179e-05	1.888579e-04	2.695990e-04	4.114730e+01	-2.521502e-05	9.656065e-05	1.688035e-04
4.662566882101898e-05	4.317628e+01	4.319499e+01	0.000000e+00	1.270664e-04	-1.900147e-03	-3.098662e-03	4.317837e+01	-3.164860e-02	4.414764e-05	1.824114e-04	2.597432e-04	4.114516e+01	-2.498961e-05	9.169964e-05	1.609749e-04
4.663566882101897e-05	4.317651e+01	4.319526e+01	0.000000e+00	1.260114e-04	-1.816526e-03	-2.965344e-03	4.317850e+01	-3.025034e-02	4.368967e-05	1.762696e-04	2.503031e-04	4.114301e+01	-2.478000e-05	8.699148e-05	1.534078e-04
4.664566882101896e-05	4.317673e+01	4.319552e+01	0.000000e+00	1.249762e-04	-1.736295e-03	-2.837465e-03	4.317862e+01	-2.891071e-02	4.315133e-05	1.703489e-04	2.412701e-04	4.114086e+01	-2.457394e-05	8.250495e-05	1.461748e-04
4.665566882101896e-05	4.317694e+01	4.319577e+01	0.000000e+00	1.240033e-04	-1.659406e-03	-2.714865e-03	4.317873e+01	-2.762715e-02	4.265406e-05	1.646755e-04	2.325871e-04	4.113871e+01	-2.437938e-05	7.821766e-05	1.392759e-04
4.666566882101895e-05	4.317715e+01	4.319602e+01	0.000000e+00	1.230702e-04	-1.585796e-03	-2.597507e-03	4.317885e+01	-2.639707e-02	4.219628e-05	1.592466e-04	2.242803e-04	4.113656e+01	-2.419395e-05	7.408083e-05	1.326138e-04
4.667566882101895e-05	4.317736e+01	4.319625e+01	0.000000e+00	1.221682e-04	-1.515142e-03	-2.484825e-03	4.317896e+01	-2.521871e-02	4.170313e-05	1.540467e-04	2.162890e-04	4.113441e+01	-2.401410e-05	7.015113e-05	1.262951e-04
4.668566882101894e-05	4.317755e+01	4.319649e+01	0.000000e+00	1.213265e-04	-1.447563e-03	-2.377089e-03	4.317907e+01	-2.408921e-02	4.133880e-05	1.490440e-04	2.086721e-04	4.113226e+01	-2.384701e-05	6.635001e-05	1.201578e-04
4.669566882101894e-05	4.317774e+01	4.319671e+01	0.000000e+00	1.205093e-04	-1.382781e-03	-2.273719e-03	4.317917e+01	-2.300678e-02	4.097225e-05	1.443184e-04	2.013383e-04	4.113011e+01	-2.368480e-05	6.269489e-05	1.142996e-04
4.670566882101893e-05	4.317793e+01	4.319692e+01	0.000000e+00	1.197184e-04	-1.320648e-03	-2.174663e-03	4.317928e+01	-2.196985e-02	4.050988e-05	1.397225e-04	1.943313e-04	4.112796e+01	-2.352600e-05	5.922660e-05	1.086958e-04
4.671566882101893e-05	4.317811e+01	4.319713e+01	0.000000e+00	1.189865e-04	-1.261133e-03	-2.079709e-03	4.317938e+01	-2.097610e-02	4.016334e-05	1.353358e-04	1.875974e-04	4.112581e+01	-2.338002e-05	5.589744e-05	1.033403e-04
4.672566882101892e-05	4.317829e+01	4.319733e+01	0.000000e+00	1.182660e-04	-1.204156e-03	-1.988862e-03	4.317948e+01	-2.002377e-02	3.979407e-05	1.311051e-04	1.811890e-04	4.112366e+01	-2.323737e-05	5.268646e-05	9.814687e-05
4.673566882101892e-05	4.317846e+01	4.319753e+01	0.000000e+00	1.175730e-04	-1.149355e-03	-1.901392e-03	4.317958e+01	-1.911185e-02	3.937107e-05	1.270728e-04	1.749663e-04	4.112151e+01	-2.309854e-05	4.967656e-05	9.331787e-05
4.674566882101891e-05	4.317862e+01	4.319772e+01	0.000000e+00	1.169301e-04	-1.097119e-03	-1.818100e-03	4.317967e+01	-1.823745e-02	3.908775e-05	1.231950e-04	1.690748e-04	4.111936e+01	-2.297128e-05	4.670910e-05	8.851700e-05
4.675566882101891e-05	4.317879e+01	4.319791e+01	0.000000e+00	1.163005e-04	-1.046850e-03	-1.737834e-03	4.317976e+01	-1.739978e-02	3.880423e-05	1.195331e-04	1.633709e-04	4.111721e+01	-2.284673e-05	4.390805e-05	8.403164e-05
4.676566882101890e-05	4.317895e+01	4.319809e+01	0.000000e+00	1.157026e-04	-9.988350e-04	-1.661279e-03	4.317986e+01	-1.659687e-02	3.852108e-05	1.159648e-04	1.579647e-04	4.111507e+01	-2.272738e-05	4.119620e-05	7.963450e-05
4.677566882101890e-05	4.317910e+01	4.319826e+01	0.000000e+00	1.151244e-04	-9.527100e-04	-1.587629e-03	4.317995e+01	-1.582776e-02	3.818172e-05	1.125770e-04	1.527389e-04	4.111292e+01	-2.261120e-05	3.862097e-05	7.550055e-05
4.678566882101889e-05	4.317925e+01	4.319843e+01	0.000000e+00	1.145781e-04	-9.085891e-04	-1.517244e-03	4.318004e+01	-1.509068e-02	3.788049e-05	1.093104e-04	1.477508e-04	4.111077e+01	-2.250231e-05	3.613953e-05	7.149263e-05
4.679566882101889e-05	4.317940e+01	4.319860e+01	0.000000e+00	1.140640e-04	-8.662906e-04	-1.449733e-03	4.318012e+01	-1.438416e-02	3.768482e-05	1.061900e-04	1.429762e-04	4.110862e+01	-2.240105e-05	3.376028e-05	6.765559e-05
4.680566882101888e-05	4.317955e+01	4.319876e+01	0.000000e+00	1.135406e-04	-8.256827e-04	-1.384913e-03	4.318021e+01	-1.370765e-02	3.734204e-05	1.031884e-04	1.383740e-04	4.110647e+01	-2.229645e-05	3.151279e-05	6.403479e-05
4.681566882101888e-05	4.317969e+01	4.319892e+01	0.000000e+00	1.130876e-04	-7.869204e-04	-1.323033e-03	4.318029e+01	-1.305875e-02	3.720894e-05	1.003481e-04	1.339803e-04	4.110432e+01	-2.220635e-05	2.930656e-05	6.048534e-05
4.682566882101887e-05	4.317983e+01	4.319907e+01	0.000000e+00	1.126009e-04	-7.495952e-04	-1.263477e-03	4.318038e+01	-1.243757e-02	3.688016e-05	9.756654e-05	1.297762e-04	4.110218e+01	-2.210944e-05	2.725075e-05	5.715263e-05
4.683566882101887e-05	4.317996e+01	4.319922e+01	0.000000e+00	1.121806e-04	-7.140938e-04	-1.206789e-03	4.318046e+01	-1.184162e-02	3.670457e-05	9.495103e-05	1.257708e-04	4.110003e+01	-2.202527e-05	2.519393e-05	5.384024e-05
4.684566882101886e-05	4.318009e+01	4.319936e+01	0.000000e+00	1.117600e-04	-6.798431e-04	-1.152098e-03	4.318054e+01	-1.127071e-02	3.653267e-05	9.245044e-05	1.218985e-04	4.109788e+01	-2.194247e-05	2.328759e-05	5.077462e-05
4.685566882101886e-05	4.318022e+01	4.319951e+01	0.000000e+00	1.113297e-04	-6.469695e-04	-1.099613e-03	4.318062e+01	-1.072448e-02	3.616318e-05	8.999706e-05	1.181537e-04	4.109573e+01	-2.185538e-05	2.151422e-05	4.790943e-05
4.686566882101885e-05	4.318035e+01	4.319965e+01	0.000000e+00	1.109727e-04	-6.156497e-04	-1.049620e-03	4.318069e+01	-1.020042e-02	3.605931e-05	8.765839e-05	1.146135e-04	4.109359e+01	-2.178476e-05	1.974400e-05	4.504270e-05
4.687566882101885e-05	4.318047e+01	4.319978e+01	0.000000e+00	1.105932e-04	-5.856379e-04	-1.001676e-03	4.318077e+01	-9.698027e-03	3.591969e-05	8.547012e-05	1.112323e-04	4.109144e+01	-2.171120e-05	1.801656e-05	4.226617e-05
4.688566882101884e-05	4.318060e+01	4.319991e+01	0.000000e+00	1.102197e-04	-5.566746e-04	-9.554240e-04	4.318084e+01	-9.217352e-03	3.562204e-05	8.332528e-05	1.079464e-04	4.108929e+01	-2.163493e-05	1.644856e-05	3.973475e-05
4.689566882101884e-05	4.318071e+01	4.320004e+01	0.000000e+00	1.099200e-04	-5.293040e-04	-9.117100e-04	4.318092e+01	-8.755483e-03	3.562530e-05	8.132213e-05	1.048559e-04	4.108714e+01	-2.157608e-05	1.481955e-05	3.710836e-05
4.690566882101883e-05	4.318083e+01	4.320016e+01	0.000000e+00	1.095652e-04	-5.026690e-04	-8.691571e-04	4.318099e+01	-8.313793e-03	3.537348e-05	7.936968e-05	1.018446e-04	4.108500e+01	-2.150555e-05	1.337905e-05	3.478820e-05
4.691566882101883e-05	4.318095e+01	4.320029e+01	0.000000e+00	1.092555e-04	-4.772810e-04	-8.286309e-04	4.318106e+01	-7.890802e-03	3.511888e-05	7.744231e-05	9.896190e-05	4.108285e+01	-2.144182e-05	1.199781e-05	3.254099e-05
4.692566882101882e-05	4.318106e+01	4.320041e+01	0.000000e+00	1.089756e-04	-4.531147e-04	-7.900186e-04	4.318113e+01	-7.484755e-03	3.504883e-05	7.565753e-05	9.624048e-05	4.108070e+01	-2.138765e-05	1.058651e-05	3.026561e-05
4.693566882101881e-05	4.318117e+01	4.320052e+01	0.000000e+00	1.086816e-04	-4.297794e-04	-7.527230e-04	4.318121e+01	-7.095840e-03	3.492932e-05	7.396514e-05	9.360135e-05	4.107855e+01	-2.133036e-05	9.283018e-06	2.817328e-05
4.694566882101881e-05	4.318128e+01	4.320064e+01	0.000000e+00	1.084040e-04	-4.074536e-04	-7.170485e-04	4.318128e+01	-6.723352e-03	3.475228e-05	7.232303e-05	9.105598e-05	4.107641e+01	-2.127389e-05	8.047503e-06	2.618194e-05
4.695566882101880e-05	4.318139e+01	4.320075e+01	0.000000e+00	1.081491e-04	-3.861184e-04	-6.829822e-04	4.318134e+01	-6.366214e-03	3.462233e-05	7.072456e-05	8.865736e-05	4.107426e+01	-2.122277e-05	6.839649e-06	2.421632e-05
4.696566882101880e-05	4.318149e+01	4.320086e+01	0.000000e+00	1.079062e-04	-3.656470e-04	-6.502572e-04	4.318141e+01	-6.023816e-03	3.454724e-05	6.921925e-05	8.634954e-05	4.107211e+01	-2.117520e-05	5.681145e-06	2.235053e-05
4.697566882101879e-05	4.318160e+01	4.320097e+01	0.000000e+00	1.076568e-04	-3.459703e-04	-6.188096e-04	4.318148e+01	-5.696031e-03	3.437906e-05	6.776891e-05	8.411307e-05	4.106997e+01	-2.112517e-05	4.600392e-06	2.060915e-05
4.698566882101879e-05	4.318170e+01	4.320108e+01	0.000000e+00	1.074342e-04	-3.271892e-04	-5.887948e-04	4.318155e+01	-5.381803e-03	3.425391e-05	6.637877e-05	8.198120e-05	4.106782e+01	-2.108031e-05	3.543127e-06	1.890100e-05
4.699566882101878e-05	4.318180e+01	4.320118e+01	0.000000e+00	1.072106e-04	-3.091402e-04	-5.599640e-04	4.318162e+01	-5.080794e-03	3.411933e-05	6.502312e-05	7.995370e-05	4.106567e+01	-2.103618e-05	2.541832e-06	1.727152e-05
4.700566882101878e-05	4.318190e+01	4.320129e+01	0.000000e+00	1.070062e-04	-2.918899e-04	-5.323595e-04	4.318168e+01	-4.792187e-03	3.404660e-05	6.376924e-05	7.798607e-05	4.106353e+01	-2.099598e-05	1.564848e-06	1.570989e-05
4.701566882101877e-05	4.318200e+01	4.320139e+01	0.000000e+00	1.068074e-04	-2.754132e-04	-5.060477e-04	4.318175e+01	-4.515332e-03	3.398657e-05	6.255351e-05	7.614081e-05	4.106138e+01	-2.095685e-05	6.080630e-07	1.415363e-05
4.702566882101877e-05	4.318210e+01	4.320149e+01	0.000000e+00	1.066076e-04	-2.594391e-04	-4.804991e-04	4.318181e+01	-4.250525e-03	3.384193e-05	6.136416e-05	7.433061e-05	4.105923e+01	-2.091613e-05	-2.397540e-07	1.278362e-05
4.703566882101876e-05	4.318219e+01	4.320158e+01	0.000000e+00	1.064300e-04	-2.443487e-04	-4.563800e-04	4.318187e+01	-3.996429e-03	3.374529e-05	6.023828e-05	7.262209e-05	4.105709e+01	-2.088049e-05	-1.115975e-06	1.136505e-05
4.704566882101876e-05	4.318229e+01	4.320168e+01	0.000000e+00	1.062553e-04	-2.297477e-04	-4.330180e-04	4.318194e+01	-3.752994e-03	3.366753e-05	5.917672e-05	7.096793e-05	4.105494e+01	-2.084620e-05	-1.927871e-06	1.006173e-05
4.705566882101875e-05	4.318238e+01	4.320177e+01	0.000000e+00	1.060797e-04	-2.157915e-04	-4.106986e-04	4.318200e+01	-3.519841e-03	3.354972e-05	5.814930e-05	6.937669e-05	4.105280e+01	-2.081128e-05	-2.702053e-06	8.812862e-06
4.706566882101875e-05	4.318247e+01	4.320186e+01	0.000000e+00	1.059277e-04	-2.024211e-04	-3.893436e-04	4.318206e+01	-3.296260e-03	3.350773e-05	5.713484e-05	6.788132e-05	4.105065e+01	-2.078112e-05	-3.446106e-06	7.592774e-06
4.707566882101874e-05	4.318257e+01	4.320196e+01	0.000000e+00	1.057659e-04	-1.895931e-04	-3.688042e-04	4.318213e+01	-3.082135e-03	3.341346e-05	5.619036e-05	6.642345e-05	4.104851e+01	-2.074906e-05	-4.159575e-06	6.448740e-06
4.708566882101874e-05	4.318265e+01	4.320205e+01	0.000000e+00	1.056259e-04	-1.773908e-04	-3.492956e-04	4.318219e+01	-2.876615e-03	3.336692e-05	5.529712e-05	6.504764e-05	4.104636e+01	-2.072098e-05	-4.875446e-06	5.291224e-06
4.709566882101873e-05	4.318274e+01	4.320213e+01	0.000000e+00	1.054771e-04	-1.655800e-04	-3.303967e-04	4.318225e+01	-2.679922e-03	3.325745e-05	5.442718e-05	6.371270e-05	4.104422e+01	-2.069110e-05	-5.522576e-06	4.245640e-06
4.710566882101873e-05	4.318283e+01	4.320222e+01	0.000000e+00	1.053516e-04	-1.542739e-04	-3.123007e-04	4.318231e+01	-2.491428e-03	3.321918e-05	5.359351e-05	6.241306e-05	4.104207e+01	-2.066616e-05	-6.133506e-06	3.262983e-06
4.711566882101872e-05	4.318292e+01	4.320231e+01	0.000000e+00	1.052137e-04	-1.435395e-04	-2.951575e-04	4.318237e+01	-2.310683e-03	3.312474e-05	5.277315e-05	6.122018e-05	4.103992e+01	-2.063895e-05	-6.758112e-06	2.235000e-06
4.712566882101872e-05	4.318300e+01	4.320239e+01	0.000000e+00	1.050966e-04	-1.332097e-04	-2.786139e-04	4.318243e+01	-2.137319e-03	3.307811e-05	5.201557e-05	6.006551e-05	4.103778e+01	-2.061540e-05	-7.354700e-06	1.275143e-06
4.713566882101871e-05	4.318309e+01	4.320248e+01	0.000000e+00	1.049703e-04	-1.232396e-04	-2.626446e-04	4.318249e+01	-1.971467e-03	3.298523e-05	5.129351e-05	5.891743e-05	4.103563e+01	-2.059034e-05	-7.890113e-06	4.206046e-07
4.714566882101871e-05	4.318317e+01	4.320256e+01	0.000000e+00	1.048660e-04	-1.137264e-04	-2.474420e-04	4.318255e+01	-1.812420e-03	3.296893e-05	5.057150e-05	5.783862e-05	4.103349e+01	-2.056978e-05	-8.406951e-06	-4.277314e-07
4.715566882101870e-05	4.318325e+01	4.320264e+01	0.000000e+00	1.047583e-04	-1.046691e-04	-2.329139e-04	4.318260e+01	-1.659797e-03	3.294958e-05	4.992840e-05	5.680254e-05	4.103135e+01	-2.054880e-05	-8.938716e-06	-1.272147e-06
